# Copyright (c) 2026 Joseph Potashnik.
# Licensed under the MIT License. See LICENSE.txt for details.
# Samples of Target Dyck3.txt #
Count	Sentence
6	( ( ) ) { } { }
6	{ { [ ] } } ( )
9	[ ] ( [ ] ) [ ]
5	[ ( { } { } ) ]
38	[ ] { } [ ] [ ]
4	( ( ( ) ) ( ) )
8	( ) [ ( ) { } ]
5	[ ( { } ) { } ]
11	{ { } ( ) { } }
5	( [ ] ( ) ) ( )
4	{ { } } [ ( ) ]
13	{ } ( { } ) ( )
6	( [ { } ] [ ] )
6	{ { ( { } ) } }
23	( ) ( ) [ ] ( )
31	( ) [ ] [ ] [ ]
14	[ ] [ ] ( [ ] )
5	{ } { [ ] { } }
8	{ { } ( [ ] ) }
8	{ [ ] ( ) } [ ]
8	( [ [ ] ] ( ) )
9	{ { ( ) } } { }
33	( ) [ ] [ ] ( )
7	( { { } } { } )
16	[ [ ] { } ( ) ]
32	{ } ( ) [ ] [ ]
3	[ { [ ] } ( ) ]
8	[ { } { } ] ( )
31	[ ] { } ( ) { }
5	[ [ [ ] [ ] ] ]
25	{ } { } { } ( )
5	{ [ ( ) ] [ ] }
5	[ ] { [ ] ( ) }
7	{ { } [ ( ) ] }
30	{ } { } ( ) ( )
4	( ) { { } { } }
8	{ } { } { { } }
8	( ) { { [ ] } }
9	{ [ { } ] } { }
13	{ ( [ ] ) [ ] }
32	{ } ( ) ( ) [ ]
7	( { { [ ] } } )
14	( ) ( ) ( { } )
5	[ { { { } } } ]
13	( ( ) ( ) [ ] )
18	[ ] [ ( ) ] { }
31	[ ] ( ) [ ] { }
7	[ ] ( { } { } )
17	( { } ) { } ( )
10	{ } [ ( ) ] { }
32	{ } [ ] { } [ ]
28	{ } [ ] ( ) { }
30	[ ] [ ] [ ] { }
8	{ ( ) } { ( ) }
20	[ ( ) [ ] ( ) ]
8	[ ] { [ ] { } }
9	( ) { [ { } ] }
27	[ ] [ ] { } ( )
4	{ } { { } { } }
5	( { ( { } ) } )
11	[ { } [ ] ( ) ]
6	( ) ( ( ( ) ) )
27	[ ] [ ] ( ) ( )
7	{ ( ) { } } ( )
5	[ [ ( ) { } ] ]
30	( ) ( ) ( ) [ ]
31	( ) [ ] ( ) [ ]
18	{ { } [ ] { } }
8	( [ ] ) ( [ ] )
10	{ ( [ { } ] ) }
10	{ ( ) ( ) [ ] }
18	{ } [ ] { ( ) }
20	( ( ) ) { } ( )
8	[ { [ { } ] } ]
5	[ [ [ ] ] ( ) ]
5	( { } ) ( ) [ ]
4	[ { ( ) } { } ]
30	( ) ( ) { } [ ]
28	[ ] [ ] ( ) [ ]
10	{ [ ] } [ ] { }
4	{ [ ] } [ [ ] ]
31	{ } [ ] ( ) ( )
15	[ ( ) ] { } ( )
31	[ ] { } { } { }
17	{ } ( ( ) ) [ ]
7	{ [ ] } { ( ) }
8	{ [ { [ ] } ] }
7	[ { ( { } ) } ]
6	[ [ ] ( ) ] [ ]
13	( [ ] { } ( ) )
14	( ) ( [ ] ) { }
13	{ } { ( ) } { }
29	( ) [ ] { } ( )
5	[ [ ( ) [ ] ] ]
8	( { } [ ] ) { }
13	{ } ( ( ) ) ( )
9	[ { } { [ ] } ]
9	{ } ( [ ] ) { }
14	{ [ ] } { } [ ]
6	{ ( ) } [ { } ]
8	[ ] ( ) [ ( ) ]
4	[ { { } ( ) } ]
11	( ) { [ ] } { }
6	( ( [ ] ) [ ] )
6	( [ ] ( ( ) ) )
9	{ } ( ( { } ) )
8	[ [ ] [ ] ] [ ]
26	( ) ( ) ( ) { }
9	( [ ] ) ( ) ( )
12	{ [ ] { } { } }
36	{ } [ ] { } ( )
10	{ [ ] } { [ ] }
4	{ [ ( ) ( ) ] }
5	{ ( { [ ] } ) }
14	( ) ( ) { [ ] }
7	{ ( [ ( ) ] ) }
8	[ ] [ { [ ] } ]
10	{ ( [ ] ) } [ ]
20	{ } [ ] ( { } )
12	{ [ ] [ ] { } }
7	[ ] [ { } ] { }
8	{ } ( [ ( ) ] )
7	[ ( ( ) ( ) ) ]
15	{ } { { } } ( )
24	{ } ( ) { } { }
11	( [ ] [ ] ( ) )
6	{ { { } } } { }
7	{ { } [ ] } ( )
8	( [ [ ] ] ) [ ]
4	( { } ) ( ( ) )
14	{ { } } [ ] ( )
10	[ ] ( [ ] ) ( )
9	( ) ( { } ) [ ]
10	{ } { ( ) [ ] }
3	( ( ( ) ) ) [ ]
12	[ ] ( ) { { } }
31	[ ] { } { } [ ]
5	( { } [ ] ) ( )
5	( [ ] ) { { } }
6	{ [ ] ( ) } { }
4	( [ [ [ ] ] ] )
29	{ } ( ) ( ) { }
5	( { { { } } } )
6	( ( { } ) ) [ ]
16	{ { } } ( ) [ ]
6	( { ( ) ( ) } )
15	{ } [ ] ( ( ) )
7	[ ( ) { } ( ) ]
10	( ) { [ ] { } }
5	( ( [ ] { } ) )
14	{ ( ) } { } [ ]
17	[ [ ] ] { } { }
9	( [ ] ) [ [ ] ]
15	[ ( ) ( ) [ ] ]
9	[ ] ( ) { [ ] }
5	( ( { } [ ] ) )
14	( ) { [ ] } [ ]
6	{ { } } ( [ ] )
27	[ ] [ ] ( ) { }
12	{ } [ ] [ ( ) ]
13	( { [ ] } ( ) )
4	{ } ( ( ) ( ) )
7	[ ( ) { ( ) } ]
11	{ [ ] } { } { }
3	[ ( [ ( ) ] ) ]
10	[ [ { { } } ] ]
4	{ [ ] { ( ) } }
9	[ [ ( ) ] [ ] ]
11	( ) [ { } ] [ ]
7	( ( ) [ ] ( ) )
7	{ } { [ { } ] }
4	( [ ] ( { } ) )
9	{ } ( ) { [ ] }
7	[ ( [ ] [ ] ) ]
6	[ [ ] [ { } ] ]
8	{ } { } ( { } )
7	[ ] [ [ { } ] ]
9	{ [ { } { } ] }
17	[ { } { } [ ] ]
4	{ [ ( ) ] } ( )
9	{ ( ( ) [ ] ) }
9	{ { } } { } ( )
10	( ) ( ( ) ) [ ]
18	[ ] ( ) ( ) { }
23	{ } [ ] [ ] { }
4	( ) ( ( [ ] ) )
13	[ ] { { } } { }
6	[ ] { { } { } }
5	[ ( ) ( ) ] { }
9	[ ] [ { } [ ] ]
13	{ ( ) } [ ] ( )
17	{ } { } ( [ ] )
4	[ ] [ ( ) ( ) ]
10	{ } { ( ) } ( )
9	{ ( ) ( { } ) }
5	{ [ [ ] ( ) ] }
2	( ( ( ( ) ) ) )
4	{ } { ( [ ] ) }
13	( [ ] [ ] ) ( )
7	( { [ { } ] } )
13	( ( ( { } ) ) )
8	[ [ ] ] { [ ] }
13	[ ] [ ] { { } }
4	( ) ( { } { } )
10	[ ( ) [ ] [ ] ]
5	{ ( ) [ ( ) ] }
18	{ } { } { [ ] }
7	( ( ( ) { } ) )
11	( ) { { } } { }
3	( ( [ { } ] ) )
8	{ [ ] } ( [ ] )
21	{ } [ ] { } { }
3	{ ( ( ) ) } ( )
4	( { { } } ) ( )
7	[ ] { ( ) ( ) }
6	{ ( [ ] [ ] ) }
5	( [ ] { { } } )
9	{ ( ) { } ( ) }
6	( [ ] ( ) ) [ ]
3	[ [ ] ] { ( ) }
7	( [ ( [ ] ) ] )
6	{ ( ) ( [ ] ) }
5	{ [ ] [ ] } [ ]
12	{ [ ] { [ ] } }
13	[ { } ] [ ] [ ]
5	( ( ) [ ] ) { }
14	{ } [ [ ] ] { }
7	{ { [ ] } ( ) }
13	{ } [ ( ) ] [ ]
26	( ) [ ] { } [ ]
6	[ ( ( ) ) [ ] ]
19	[ [ ] ] [ ] { }
5	{ ( ( ) ( ) ) }
14	{ ( ) { } [ ] }
8	( [ ] ) [ { } ]
6	[ [ ] { ( ) } ]
6	[ [ ] [ ] ] ( )
5	( { } { } ) { }
8	{ } [ { } [ ] ]
7	{ { } } ( { } )
11	[ [ ] [ ] [ ] ]
6	[ ] ( [ { } ] )
29	[ ] ( ) { } [ ]
12	{ } [ [ ] ] ( )
6	{ [ ( [ ] ) ] }
12	( ) [ [ ] ] [ ]
6	{ } ( { } ) { }
11	{ } [ [ { } ] ]
13	{ { } ( ) [ ] }
11	[ { } ] [ ( ) ]
11	{ } ( ) { ( ) }
8	( ) [ ] [ { } ]
9	{ ( ) ( ) { } }
5	[ ] ( [ ] [ ] )
8	( [ ( ) [ ] ] )
5	[ ] ( [ ] ( ) )
18	[ { } ] { } [ ]
8	( { ( ) } ) ( )
7	( { { } [ ] } )
6	[ ( { } ) ] ( )
10	{ [ { } [ ] ] }
15	[ ] { } [ ( ) ]
8	( ) [ ] { [ ] }
6	( [ ] { } ) [ ]
11	( ( ) ) ( ) [ ]
8	{ ( { } ) [ ] }
7	[ ( ) ] { } [ ]
8	{ ( ) ( ) } [ ]
4	( ) ( { } ( ) )
10	{ } { { { } } }
12	[ ] [ ] ( { } )
24	( ) [ ] { } { }
18	[ ] ( [ ] ) { }
4	[ [ ] { } ] [ ]
6	( [ [ ] [ ] ] )
7	[ { ( ) { } } ]
3	{ } { ( ) ( ) }
9	( [ ] ) { } { }
15	( ( ) [ ] [ ] )
12	{ [ ] } { } ( )
12	[ ] [ ( ) ] ( )
16	( [ ] [ ] [ ] )
6	( ( ) ) { ( ) }
27	( ) { } { } { }
6	( { } [ ( ) ] )
6	( ( { } ) { } )
5	( { } [ ] ) [ ]
7	( { } { [ ] } )
30	( ) ( ) ( ) ( )
9	{ ( ( ) ) [ ] }
5	( [ { } ] ) { }
6	[ ( ) ] { ( ) }
6	{ { [ ( ) ] } }
8	[ ( ) ] ( { } )
18	{ [ ] [ ] ( ) }
5	[ [ { } ] ( ) ]
6	[ [ ] ] [ ( ) ]
7	[ [ ] ] { } [ ]
10	{ { { { } } } }
8	[ { ( ) } ] [ ]
7	( [ ] [ ( ) ] )
8	[ ( [ { } ] ) ]
6	[ [ ( { } ) ] ]
3	( { } ( ( ) ) )
8	( ( ) { { } } )
19	[ ] [ { } ] [ ]
6	{ ( [ ] { } ) }
13	{ [ ] ( ) ( ) }
12	( ) { [ ] } ( )
7	( ) [ { { } } ]
8	{ [ [ [ ] ] ] }
11	[ ] ( ) [ [ ] ]
8	{ { { } [ ] } }
7	[ ( ( ( ) ) ) ]
6	{ [ [ ] ] [ ] }
8	[ ] [ { ( ) } ]
8	( { ( ) } ) { }
8	( ) { [ ( ) ] }
11	{ { } } ( ) ( )
19	( ( ) ) [ ] ( )
4	( ( ) ( ) ) { }
27	( ) { } { } [ ]
8	[ [ ] ] ( [ ] )
11	( ) ( ( ) ) { }
7	[ { } ( [ ] ) ]
4	{ [ ] { } } ( )
12	[ ] [ [ ] ] ( )
6	{ [ ] [ { } ] }
14	{ } [ ] [ { } ]
13	[ ] { [ ] } ( )
14	[ { } ( ) ( ) ]
9	( { ( [ ] ) } )
4	( ) [ { [ ] } ]
8	[ [ ] ] [ { } ]
12	[ ] [ [ ] [ ] ]
5	( ( ) ) [ ( ) ]
10	[ ] { } ( [ ] )
8	( ( ) ) { { } }
8	( ( ) ) [ ] [ ]
8	( ( ) [ ] ) ( )
8	[ ] ( ( ) ) ( )
12	( [ ] ) { } ( )
9	{ [ { } ] [ ] }
6	( ) { ( ) { } }
12	[ ( ) { } { } ]
5	( ) ( { } [ ] )
5	[ ] ( ( [ ] ) )
10	( { } ) { } { }
4	( ) [ { } [ ] ]
5	( [ { } ] ( ) )
7	( [ ] ) [ ] { }
6	{ [ ] [ ] } ( )
6	( { } ( { } ) )
9	{ ( ) [ ] } ( )
3	{ ( { { } } ) }
33	[ ] ( ) ( ) [ ]
6	[ ] ( ( ) ( ) )
11	[ ] [ ] [ [ ] ]
10	( [ ] ( ) { } )
4	( ) { ( { } ) }
15	( { } [ ] { } )
9	{ [ ] ( ) { } }
5	{ { } [ [ ] ] }
5	{ { ( ) } } [ ]
30	{ } ( ) [ ] { }
21	{ } { } { } { }
6	{ { } } [ ] [ ]
5	( ( [ ] ) { } )
7	[ ] { } { ( ) }
7	[ [ ( ) ] ] [ ]
6	[ [ { [ ] } ] ]
9	( ) ( { ( ) } )
4	{ } [ [ ] { } ]
9	{ { ( [ ] ) } }
5	[ { } { ( ) } ]
9	( ) [ [ ( ) ] ]
6	[ ( ) ] { { } }
4	[ ( [ ] ) ] { }
14	( ) [ { } ] { }
13	( ) { } { ( ) }
4	( ( ) ( ) { } )
9	{ { } { } } ( )
6	{ [ { } ] } ( )
1	( { } { } ) ( )
